source_id,target_id,weight,layer
11,66,1.0,1
11,67,1.0,1
11,68,1.0,1
11,69,1.0,1
11,70,1.0,1
11,75,1.0,1
11,76,1.0,1
11,77,1.0,1
11,78,1.0,1
11,82,1.0,1
11,83,1.0,1
11,89,1.0,1
11,90,1.0,1
11,91,1.0,1
11,98,1.0,1
11,99,1.0,1
11,103,1.0,1
11,104,1.0,1
11,105,1.0,1
11,106,1.0,1
11,107,1.0,1
11,111,1.0,1
11,112,1.0,1
11,121,1.0,1
11,122,1.0,1
11,123,1.0,1
11,147,1.0,1
11,148,1.0,1
11,151,1.0,1
11,152,1.0,1
11,160,1.0,1
12,13,1.0,1
12,14,1.0,1
12,15,1.0,1
12,16,1.0,1
12,18,1.0,1
12,19,1.0,1
12,21,1.0,1
12,22,1.0,1
12,26,1.0,1
12,35,1.0,1
12,36,1.0,1
12,37,1.0,1
12,38,1.0,1
12,46,1.0,1
12,64,1.0,1
12,67,1.0,1
12,68,1.0,1
12,69,1.0,1
12,70,1.0,1
12,71,1.0,1
12,73,1.0,1
12,75,1.0,1
12,76,1.0,1
12,82,1.0,1
12,83,1.0,1
12,85,1.0,1
12,86,1.0,1
12,87,1.0,1
12,89,1.0,1
12,91,1.0,1
12,105,1.0,1
12,108,1.0,1
12,109,1.0,1
12,112,1.0,1
12,147,1.0,1
12,148,1.0,1
12,160,1.0,1
12,162,1.0,1
13,14,1.0,1
13,15,1.0,1
13,16,1.0,1
13,17,1.0,1
13,18,1.0,1
13,19,1.0,1
13,20,1.0,1
13,21,1.0,1
13,22,1.0,1
13,27,1.0,1
13,29,1.0,1
13,35,1.0,1
13,36,1.0,1
13,44,1.0,1
13,45,1.0,1
13,46,1.0,1
13,64,1.0,1
13,65,1.0,1
13,66,1.0,1
13,67,1.0,1
13,68,1.0,1
13,69,1.0,1
13,70,1.0,1
13,71,1.0,1
13,77,1.0,1
13,78,1.0,1
13,82,1.0,1
13,83,1.0,1
13,87,1.0,1
13,90,1.0,1
13,105,1.0,1
13,108,1.0,1
13,109,1.0,1
13,110,1.0,1
13,111,1.0,1
13,112,1.0,1
13,129,1.0,1
13,147,1.0,1
13,148,1.0,1
13,152,1.0,1
14,15,1.0,1
14,16,1.0,1
14,18,1.0,1
14,21,1.0,1
14,22,1.0,1
14,35,1.0,1
14,36,1.0,1
14,64,1.0,1
14,67,1.0,1
14,69,1.0,1
14,70,1.0,1
14,71,1.0,1
14,90,1.0,1
14,91,1.0,1
14,105,1.0,1
14,108,1.0,1
14,110,1.0,1
14,111,1.0,1
14,112,1.0,1
14,120,1.0,1
14,121,1.0,1
14,152,1.0,1
15,16,1.0,1
15,21,1.0,1
15,25,1.0,1
15,33,1.0,1
15,34,1.0,1
15,36,1.0,1
15,37,1.0,1
15,43,1.0,1
15,46,1.0,1
15,69,1.0,1
15,70,1.0,1
15,71,1.0,1
15,85,1.0,1
15,86,1.0,1
15,87,1.0,1
15,108,1.0,1
15,109,1.0,1
15,126,1.0,1
15,147,1.0,1
15,160,1.0,1
16,25,1.0,1
16,26,1.0,1
16,33,1.0,1
16,34,1.0,1
16,37,1.0,1
16,39,1.0,1
16,85,1.0,1
16,86,1.0,1
16,87,1.0,1
16,108,1.0,1
16,109,1.0,1
16,126,1.0,1
17,18,1.0,1
17,27,1.0,1
17,28,1.0,1
17,29,1.0,1
17,30,1.0,1
17,35,1.0,1
17,36,1.0,1
17,41,1.0,1
17,43,1.0,1
17,44,1.0,1
17,45,1.0,1
17,46,1.0,1
17,49,1.0,1
17,51,1.0,1
17,52,1.0,1
17,58,1.0,1
17,64,1.0,1
17,69,1.0,1
17,70,1.0,1
17,71,1.0,1
17,72,1.0,1
17,73,1.0,1
17,82,1.0,1
17,83,1.0,1
17,110,1.0,1
17,111,1.0,1
17,112,1.0,1
17,113,1.0,1
17,114,1.0,1
17,115,1.0,1
17,116,1.0,1
17,117,1.0,1
17,118,1.0,1
17,119,1.0,1
17,134,1.0,1
17,135,1.0,1
17,151,1.0,1
18,21,1.0,1
18,22,1.0,1
18,35,1.0,1
18,36,1.0,1
18,47,1.0,1
18,64,1.0,1
18,67,1.0,1
18,69,1.0,1
18,70,1.0,1
18,71,1.0,1
18,77,1.0,1
18,78,1.0,1
18,83,1.0,1
18,90,1.0,1
18,91,1.0,1
18,109,1.0,1
18,110,1.0,1
18,111,1.0,1
18,112,1.0,1
18,121,1.0,1
19,21,1.0,1
19,22,1.0,1
19,37,1.0,1
19,38,1.0,1
19,45,1.0,1
19,46,1.0,1
19,64,1.0,1
19,65,1.0,1
19,66,1.0,1
19,67,1.0,1
19,68,1.0,1
19,69,1.0,1
19,70,1.0,1
19,74,1.0,1
19,82,1.0,1
19,83,1.0,1
19,110,1.0,1
19,111,1.0,1
19,112,1.0,1
19,147,1.0,1
19,160,1.0,1
20,29,1.0,1
20,36,1.0,1
20,38,1.0,1
20,70,1.0,1
20,72,1.0,1
21,22,1.0,1
21,35,1.0,1
21,36,1.0,1
21,37,1.0,1
21,38,1.0,1
